loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
Fully Paid,69950,Not Verified,10+ years,MORTGAGE,14.65,9750,debt_consolidation, 36 months,C
Fully Paid,115000,Not Verified,2 years,RENT,7.51,9000,moving, 36 months,A
Fully Paid,35004,Verified,6 years,RENT,19.03,17500,debt_consolidation, 60 months,E
Charged Off,88000,Verified,3 years,MORTGAGE,7.90,2700,renewable_energy, 36 months,A
Fully Paid,96000,Source Verified,10+ years,MORTGAGE,13.49,6000,wedding, 36 months,C
Fully Paid,96000,Not Verified,4 years,MORTGAGE,6.62,9000,home_improvement, 36 months,A
Fully Paid,28600,Not Verified,10+ years,RENT,7.90,1000,other, 36 months,A
Fully Paid,90000,Source Verified,4 years,RENT,6.62,12000,debt_consolidation, 36 months,A
Fully Paid,1.00E+05,Verified,9 years,MORTGAGE,15.96,23100,debt_consolidation, 60 months,C
Fully Paid,28000,Not Verified,< 1 year,RENT,12.69,1200,debt_consolidation, 36 months,B
Fully Paid,75000,Verified,2 years,MORTGAGE,10.65,14000,other, 36 months,B
Fully Paid,53000,Verified,2 years,MORTGAGE,10.65,20000,debt_consolidation, 60 months,B
Fully Paid,125000,Verified,3 years,MORTGAGE,11.71,21000,debt_consolidation, 36 months,B
Fully Paid,74000,Verified,10+ years,MORTGAGE,18.25,16000,debt_consolidation, 60 months,D
Fully Paid,64000,Not Verified,10+ years,RENT,8.90,8000,debt_consolidation, 36 months,A
Fully Paid,68000,Verified,7 years,RENT,7.90,5150,debt_consolidation, 36 months,A
Fully Paid,72000,Verified,9 years,MORTGAGE,17.27,14000,debt_consolidation, 60 months,D
Fully Paid,36000,Not Verified,3 years,RENT,6.62,3500,other, 36 months,A
Fully Paid,120000,Verified,1 year,MORTGAGE,14.27,3000,home_improvement, 36 months,C
Charged Off,75000,Verified,4 years,MORTGAGE,17.27,30000,small_business, 36 months,D
Fully Paid,26400,Not Verified,6 years,RENT,10.65,6000,debt_consolidation, 36 months,B
Fully Paid,53000,Not Verified,7 years,MORTGAGE,7.90,14000,debt_consolidation, 60 months,A
Fully Paid,60000,Not Verified,2 years,MORTGAGE,12.69,9000,credit_card, 36 months,B
Fully Paid,50000,Verified,10+ years,MORTGAGE,6.03,13700,credit_card, 36 months,A
Fully Paid,96000,Verified,3 years,RENT,7.90,28000,debt_consolidation, 36 months,A
Charged Off,36400,Verified,2 years,MORTGAGE,15.27,9950,debt_consolidation, 36 months,C
Fully Paid,75000,Verified,6 years,MORTGAGE,11.71,35000,debt_consolidation, 60 months,B
Charged Off,63500,Source Verified,10+ years,MORTGAGE,12.69,12000,debt_consolidation, 60 months,B
Fully Paid,21600,Source Verified,< 1 year,OWN,6.03,6000,car, 36 months,A
Charged Off,86000,Verified,10+ years,OWN,19.91,15000,credit_card, 60 months,E
Charged Off,43500,Verified,< 1 year,OWN,12.42,21750,debt_consolidation, 60 months,B
Fully Paid,206000,Source Verified,2 years,RENT,14.27,24000,debt_consolidation, 36 months,C
Fully Paid,46000,Verified,4 years,RENT,14.27,11200,debt_consolidation, 36 months,C
Charged Off,32346,Not Verified,4 years,MORTGAGE,17.27,6000,car, 60 months,D
Fully Paid,22000,Verified,3 years,MORTGAGE,8.90,6500,home_improvement, 36 months,A
Fully Paid,75000,Verified,< 1 year,RENT,14.27,28000,credit_card, 60 months,C
Fully Paid,165000,Verified,6 years,MORTGAGE,12.42,35000,home_improvement, 36 months,B
Fully Paid,124000,Verified,6 years,MORTGAGE,6.03,14000,home_improvement, 36 months,A
Charged Off,107500,Verified,6 years,MORTGAGE,10.65,23000,other, 60 months,B
Fully Paid,43000,Verified,5 years,MORTGAGE,6.62,7000,home_improvement, 36 months,A
Charged Off,51000,Verified,10+ years,MORTGAGE,7.51,10800,home_improvement, 36 months,A
Fully Paid,20868,Source Verified,< 1 year,OWN,13.49,5375,debt_consolidation, 36 months,C
Fully Paid,72000,Verified,< 1 year,RENT,16.77,15000,small_business, 60 months,D
Fully Paid,150000,Verified,10+ years,MORTGAGE,8.90,7500,credit_card, 36 months,A
Fully Paid,86945,Verified,10+ years,MORTGAGE,19.03,15000,small_business, 60 months,E
Fully Paid,81708,Source Verified,9 years,MORTGAGE,16.77,12800,home_improvement, 60 months,D
Fully Paid,72000,Verified,6 years,RENT,8.90,20000,moving, 36 months,A
Fully Paid,62500,Not Verified,10+ years,RENT,8.90,4000,debt_consolidation, 36 months,A
Fully Paid,34992,Source Verified,1 year,RENT,18.64,5150,debt_consolidation, 60 months,E
Fully Paid,39000,Not Verified,6 years,RENT,12.69,5000,major_purchase, 36 months,B
Fully Paid,120000,Source Verified,8 years,MORTGAGE,12.69,8000,credit_card, 36 months,B
Fully Paid,20000,Source Verified,4 years,RENT,12.42,8000,car, 36 months,B
Fully Paid,60000,Verified,7 years,RENT,9.91,12000,major_purchase, 36 months,B
Fully Paid,125000,Verified,10+ years,MORTGAGE,6.62,4500,renewable_energy, 36 months,A
Fully Paid,24000,Verified,8 years,RENT,10.65,8875,major_purchase, 36 months,B
Fully Paid,46200,Source Verified,2 years,RENT,17.27,12800,credit_card, 60 months,D
Fully Paid,47000,Source Verified,7 years,MORTGAGE,15.96,10600,debt_consolidation, 36 months,C
Fully Paid,22968,Not Verified,4 years,RENT,6.03,1500,debt_consolidation, 36 months,A
Fully Paid,84000,Source Verified,10+ years,MORTGAGE,12.69,7500,credit_card, 36 months,B
Fully Paid,58600,Not Verified,6 years,MORTGAGE,7.90,7800,debt_consolidation, 36 months,A
Fully Paid,100800,Verified,4 years,MORTGAGE,7.90,20000,debt_consolidation, 36 months,A
Fully Paid,42000,Verified,10+ years,RENT,14.27,10000,debt_consolidation, 36 months,C
Fully Paid,93000,Not Verified,5 years,MORTGAGE,7.90,2000,other, 36 months,A
Fully Paid,48000,Not Verified,3 years,MORTGAGE,10.65,5000,home_improvement, 36 months,B
Fully Paid,30720,Not Verified,4 years,RENT,7.90,2400,credit_card, 36 months,A
Fully Paid,67000,Verified,4 years,MORTGAGE,8.90,10400,debt_consolidation, 36 months,A
Fully Paid,92000,Verified,6 years,RENT,12.69,25000,debt_consolidation, 36 months,B
Fully Paid,30000,Not Verified,6 years,RENT,6.62,9200,debt_consolidation, 36 months,A
Fully Paid,77000,Not Verified,10+ years,MORTGAGE,7.51,12400,debt_consolidation, 36 months,A
Charged Off,27000,Source Verified,3 years,RENT,8.90,8000,small_business, 36 months,A
Fully Paid,32000,Verified,4 years,OWN,13.49,3600,home_improvement, 36 months,C
Fully Paid,33600,Not Verified,7 years,RENT,11.71,2000,debt_consolidation, 36 months,B
Charged Off,55536,Not Verified,1 year,MORTGAGE,15.27,16000,debt_consolidation, 60 months,C
Fully Paid,62000,Not Verified,1 year,RENT,16.77,16000,other, 60 months,D
Charged Off,20000,Source Verified,3 years,RENT,11.71,1200,debt_consolidation, 36 months,B
Fully Paid,69500,Verified,4 years,OWN,7.51,16800,debt_consolidation, 36 months,A
Fully Paid,80000,Verified,2 years,MORTGAGE,11.71,15000,home_improvement, 60 months,B
Charged Off,38000,Verified,4 years,RENT,12.42,8000,other, 60 months,B
Fully Paid,92000,Not Verified,10+ years,MORTGAGE,6.62,12000,debt_consolidation, 36 months,A
Fully Paid,60000,Verified,5 years,RENT,6.62,12000,debt_consolidation, 36 months,A
Fully Paid,68000,Source Verified,10+ years,MORTGAGE,19.03,32000,debt_consolidation, 36 months,E
Fully Paid,243000,Verified,10+ years,MORTGAGE,19.91,34000,other, 60 months,E
Charged Off,52000,Verified,8 years,MORTGAGE,9.91,14300,debt_consolidation, 36 months,B
Fully Paid,58000,Verified,4 years,RENT,6.62,14000,credit_card, 36 months,A
Fully Paid,60000,Verified,10+ years,RENT,13.49,30000,small_business, 60 months,C
Fully Paid,125000,Verified,10+ years,MORTGAGE,19.03,35000,debt_consolidation, 60 months,E
Charged Off,45000,Source Verified,5 years,RENT,16.77,9600,debt_consolidation, 36 months,D
Fully Paid,60000,Source Verified,< 1 year,RENT,7.51,6800,small_business, 36 months,A
Fully Paid,34000,Not Verified,6 years,RENT,7.90,5000,major_purchase, 36 months,A
Fully Paid,84000,Verified,1 year,RENT,11.71,12000,car, 36 months,B
Fully Paid,58000,Verified,2 years,MORTGAGE,9.91,15000,debt_consolidation, 36 months,B
Charged Off,30000,Not Verified,3 years,MORTGAGE,13.49,10000,home_improvement, 36 months,C
Charged Off,90000,Verified,2 years,MORTGAGE,17.27,35000,small_business, 36 months,D
Fully Paid,77800,Source Verified,2 years,RENT,12.42,9000,debt_consolidation, 36 months,B
Fully Paid,76875,Source Verified,< 1 year,MORTGAGE,6.03,13750,credit_card, 36 months,A
Fully Paid,80000,Source Verified,3 years,MORTGAGE,10.65,12025,credit_card, 36 months,B
Fully Paid,50000,Not Verified,< 1 year,RENT,13.49,12000,debt_consolidation, 36 months,C
Fully Paid,52800,Verified,2 years,MORTGAGE,7.51,24000,debt_consolidation, 36 months,A
Fully Paid,50000,Not Verified,7 years,MORTGAGE,6.03,4800,debt_consolidation, 36 months,A
Fully Paid,80000,Verified,10+ years,RENT,8.90,35000,house, 36 months,A
Fully Paid,55000,Verified,5 years,RENT,21.67,23400,debt_consolidation, 60 months,F
Fully Paid,39000,Verified,< 1 year,OWN,18.64,7000,debt_consolidation, 60 months,E
Fully Paid,83886.4,Source Verified,10+ years,MORTGAGE,6.03,15000,debt_consolidation, 36 months,A
Fully Paid,85000,Verified,4 years,MORTGAGE,11.71,12000,home_improvement, 60 months,B
Fully Paid,39960,Verified,10+ years,MORTGAGE,14.27,14500,debt_consolidation, 60 months,C
Fully Paid,65000,Source Verified,5 years,RENT,21.67,14000,small_business, 60 months,F
Fully Paid,61000,Verified,3 years,MORTGAGE,16.29,14000,debt_consolidation, 36 months,D
Charged Off,48000,Not Verified,< 1 year,OWN,16.29,1500,debt_consolidation, 36 months,D
Fully Paid,82296,Verified,5 years,MORTGAGE,18.25,16800,other, 60 months,D
Fully Paid,178000,Verified,8 years,RENT,14.65,13000,debt_consolidation, 60 months,C
Fully Paid,68000,Verified,10+ years,OWN,7.90,20000,other, 36 months,A
Fully Paid,70000,Verified,< 1 year,RENT,14.65,25000,debt_consolidation, 60 months,C
Fully Paid,54000,Source Verified,10+ years,RENT,8.90,10000,small_business, 36 months,A
Fully Paid,180000,Verified,5 years,MORTGAGE,6.03,14000,home_improvement, 36 months,A
Fully Paid,90000,Verified,< 1 year,MORTGAGE,23.91,20000,debt_consolidation, 60 months,G
Charged Off,88080,Verified,9 years,MORTGAGE,14.65,14500,debt_consolidation, 60 months,C
Charged Off,60000,Source Verified,1 year,RENT,17.58,5850,major_purchase, 60 months,D
Charged Off,70000,Not Verified,7 years,MORTGAGE,20.89,4000,other, 36 months,F
Fully Paid,50000,Not Verified,< 1 year,RENT,6.03,2400,medical, 36 months,A
Fully Paid,78000,Source Verified,< 1 year,MORTGAGE,7.90,19700,debt_consolidation, 36 months,A
Fully Paid,30000,Not Verified,5 years,OWN,17.58,11100,debt_consolidation, 60 months,D
Fully Paid,294000,Verified,6 years,MORTGAGE,8.90,15000,small_business, 36 months,A
Fully Paid,180000,Source Verified,8 years,MORTGAGE,18.25,12000,debt_consolidation, 60 months,D
Charged Off,22800,Not Verified,2 years,MORTGAGE,8.90,3000,debt_consolidation, 36 months,A
Fully Paid,84996,Source Verified,1 year,RENT,6.03,6000,debt_consolidation, 36 months,A
Fully Paid,72000,Verified,10+ years,MORTGAGE,6.03,12000,debt_consolidation, 36 months,A
Fully Paid,80000,Source Verified,10+ years,MORTGAGE,18.64,12800,debt_consolidation, 60 months,E
Charged Off,33000,Not Verified,6 years,RENT,8.90,9400,debt_consolidation, 36 months,A
Fully Paid,95000,Source Verified,2 years,MORTGAGE,19.42,27000,other, 60 months,E
Fully Paid,55000,Verified,7 years,RENT,19.42,27500,small_business, 60 months,E
Fully Paid,60000,Verified,8 years,MORTGAGE,11.71,20000,debt_consolidation, 36 months,B
Charged Off,80000,Source Verified,3 years,RENT,7.90,15000,credit_card, 36 months,A
Fully Paid,25000,Not Verified,1 year,RENT,12.69,7000,debt_consolidation, 36 months,B
Fully Paid,46750,Source Verified,6 years,OWN,15.27,12000,debt_consolidation, 60 months,C
Fully Paid,42000,Not Verified,10+ years,MORTGAGE,8.90,3000,medical, 36 months,A
Fully Paid,45000,Not Verified,4 years,MORTGAGE,10.65,10000,home_improvement, 36 months,B
Fully Paid,185000,Source Verified,2 years,RENT,12.69,35000,debt_consolidation, 60 months,B
Fully Paid,41000,Not Verified,10+ years,MORTGAGE,6.03,6000,other, 36 months,A
Fully Paid,46000,Source Verified,5 years,MORTGAGE,6.62,10000,debt_consolidation, 36 months,A
Fully Paid,94000,Source Verified,2 years,RENT,20.89,16000,debt_consolidation, 60 months,F
Fully Paid,34800,Not Verified,6 years,RENT,13.49,4000,debt_consolidation, 36 months,C
Fully Paid,130000,Source Verified,7 years,MORTGAGE,12.69,13000,debt_consolidation, 36 months,B
Fully Paid,54000,Verified,5 years,MORTGAGE,7.90,27000,small_business, 36 months,A
Fully Paid,112440,Not Verified,9 years,RENT,8.90,9000,car, 36 months,A
Fully Paid,85000,Not Verified,7 years,RENT,11.71,6000,other, 36 months,B
Fully Paid,53000,Not Verified,7 years,MORTGAGE,7.90,3100,other, 36 months,A
Fully Paid,80000,Source Verified,2 years,MORTGAGE,7.51,5000,credit_card, 36 months,A
Charged Off,78000,Verified,10+ years,MORTGAGE,19.91,16000,debt_consolidation, 60 months,E
Fully Paid,125000,Verified,8 years,RENT,12.42,16800,car, 36 months,B
Fully Paid,36000,Not Verified,5 years,MORTGAGE,9.91,5000,debt_consolidation, 36 months,B
Fully Paid,105000,Source Verified,10+ years,MORTGAGE,6.62,12350,credit_card, 36 months,A
Fully Paid,35000,Source Verified,10+ years,RENT,8.90,13000,other, 60 months,A
Fully Paid,68000,Source Verified,1 year,RENT,17.27,6000,credit_card, 60 months,D
Fully Paid,84000,Source Verified,8 years,MORTGAGE,11.71,3900,debt_consolidation, 36 months,B
Fully Paid,34500,Not Verified,3 years,MORTGAGE,7.51,6400,debt_consolidation, 36 months,A
Fully Paid,74000,Verified,9 years,MORTGAGE,6.03,12000,credit_card, 36 months,A
Fully Paid,120000,Verified,3 years,MORTGAGE,11.71,8900,other, 36 months,B
Fully Paid,38000,Verified,4 years,MORTGAGE,8.90,18000,debt_consolidation, 36 months,A
Charged Off,75000,Verified,6 years,RENT,16.77,16800,debt_consolidation, 36 months,D
Fully Paid,50000,Not Verified,10+ years,MORTGAGE,7.90,15000,other, 36 months,A
Charged Off,75000,Verified,6 years,MORTGAGE,19.91,35000,debt_consolidation, 60 months,E
Charged Off,98000,Verified,10+ years,MORTGAGE,15.96,20000,debt_consolidation, 60 months,C
Charged Off,77954,Not Verified,10+ years,MORTGAGE,8.90,12000,car, 60 months,A
Fully Paid,47000,Not Verified,10+ years,MORTGAGE,10.65,8575,credit_card, 60 months,B
Charged Off,51928,Not Verified,5 years,RENT,7.90,6000,other, 36 months,A
Fully Paid,28000,Verified,3 years,OWN,6.62,7600,wedding, 36 months,A
Fully Paid,80000,Verified,10+ years,MORTGAGE,18.64,35000,debt_consolidation, 60 months,E
Fully Paid,120000,Not Verified,2 years,RENT,11.71,10000,debt_consolidation, 36 months,B
Fully Paid,171996,Source Verified,5 years,RENT,10.65,30000,other, 60 months,B
Fully Paid,30000,Source Verified,10+ years,RENT,11.71,3000,medical, 36 months,B
Fully Paid,150000,Verified,4 years,MORTGAGE,12.69,35000,home_improvement, 60 months,B
Charged Off,25000,Not Verified,1 year,RENT,12.42,8000,debt_consolidation, 36 months,B
Charged Off,130000,Verified,< 1 year,MORTGAGE,20.30,35000,debt_consolidation, 60 months,E
Fully Paid,120000,Source Verified,10+ years,MORTGAGE,12.69,2000,major_purchase, 36 months,B
Fully Paid,30160,Source Verified,4 years,MORTGAGE,15.27,7500,credit_card, 36 months,C
Fully Paid,42000,Source Verified,3 years,RENT,12.42,8800,other, 36 months,B
Fully Paid,48000,Source Verified,< 1 year,RENT,10.65,14725,debt_consolidation, 36 months,B
Fully Paid,33996,Source Verified,2 years,RENT,19.42,3000,debt_consolidation, 60 months,E
Fully Paid,85000,Not Verified,5 years,RENT,8.90,1000,debt_consolidation, 36 months,A
Fully Paid,68736,Not Verified,8 years,RENT,16.29,1200,other, 36 months,D
Fully Paid,87300,Verified,< 1 year,RENT,12.69,25000,wedding, 60 months,B
Fully Paid,36000,Source Verified,< 1 year,RENT,7.51,8000,debt_consolidation, 36 months,A
Fully Paid,72660,Verified,9 years,MORTGAGE,17.27,21600,debt_consolidation, 60 months,D
Charged Off,35000,Verified,10+ years,RENT,20.89,17500,debt_consolidation, 60 months,F
Fully Paid,85000,Verified,4 years,MORTGAGE,20.89,35000,debt_consolidation, 60 months,F
Fully Paid,40800,Source Verified,5 years,RENT,6.62,2000,vacation, 36 months,A
Fully Paid,158000,Source Verified,2 years,MORTGAGE,22.35,30000,debt_consolidation, 60 months,F
Fully Paid,56508,Verified,10+ years,RENT,12.69,21250,debt_consolidation, 60 months,B
Fully Paid,98400,Verified,10+ years,MORTGAGE,19.03,28100,debt_consolidation, 60 months,E
Charged Off,74000,Not Verified,6 years,MORTGAGE,14.65,14000,debt_consolidation, 60 months,C
Fully Paid,66000,Verified,10+ years,MORTGAGE,12.69,35000,major_purchase, 60 months,B
Fully Paid,49000,Verified,3 years,MORTGAGE,13.49,18225,debt_consolidation, 60 months,C
Fully Paid,75000,Verified,4 years,RENT,12.42,20000,wedding, 60 months,B
Fully Paid,60000,Source Verified,10+ years,MORTGAGE,11.71,16000,debt_consolidation, 36 months,B
Fully Paid,105687.5,Verified,7 years,MORTGAGE,15.27,21000,debt_consolidation, 60 months,C
Fully Paid,54000,Verified,5 years,MORTGAGE,14.27,28200,debt_consolidation, 60 months,C
Fully Paid,77000,Source Verified,10+ years,MORTGAGE,12.42,16000,debt_consolidation, 60 months,B
Fully Paid,41904,Source Verified,6 years,MORTGAGE,14.65,10000,debt_consolidation, 60 months,C
Fully Paid,35000,Verified,2 years,MORTGAGE,18.25,12000,small_business, 60 months,D
Fully Paid,101900,Source Verified,< 1 year,MORTGAGE,6.62,13600,home_improvement, 36 months,A
Fully Paid,106870,Source Verified,10+ years,OWN,15.27,6000,credit_card, 36 months,C
Fully Paid,109000,Verified,3 years,RENT,10.65,15000,other, 36 months,B
Fully Paid,80796,Not Verified,10+ years,MORTGAGE,7.51,5000,car, 36 months,A
Fully Paid,33640,Not Verified,4 years,MORTGAGE,10.65,12000,home_improvement, 36 months,B
Fully Paid,105000,Verified,10+ years,MORTGAGE,7.51,28000,debt_consolidation, 36 months,A
Fully Paid,50000,Source Verified,< 1 year,RENT,13.49,15000,other, 36 months,C
Fully Paid,150000,Not Verified,3 years,RENT,7.90,12000,credit_card, 36 months,A
Fully Paid,85000,Verified,3 years,RENT,11.71,26400,house, 60 months,B
Fully Paid,80400,Verified,9 years,OWN,14.65,12000,home_improvement, 60 months,C
Fully Paid,102400,Source Verified,8 years,MORTGAGE,10.65,9600,debt_consolidation, 60 months,B
Fully Paid,60500,Verified,4 years,MORTGAGE,14.27,5000,debt_consolidation, 36 months,C
Fully Paid,82000,Source Verified,2 years,RENT,6.03,9200,small_business, 36 months,A
Fully Paid,61104,Not Verified,2 years,MORTGAGE,8.90,4400,other, 36 months,A
Fully Paid,90000,Not Verified,3 years,MORTGAGE,7.51,12000,debt_consolidation, 36 months,A
Fully Paid,56000,Source Verified,5 years,RENT,18.64,9800,debt_consolidation, 60 months,E
Fully Paid,130000,Verified,8 years,MORTGAGE,6.62,6000,medical, 36 months,A
Fully Paid,33600,Not Verified,1 year,RENT,11.71,5500,credit_card, 36 months,B
Fully Paid,60000,Source Verified,< 1 year,MORTGAGE,6.03,5000,small_business, 36 months,A
Charged Off,85000,Verified,< 1 year,RENT,15.27,5600,debt_consolidation, 36 months,C
Fully Paid,179000,Verified,10+ years,MORTGAGE,14.27,11200,debt_consolidation, 36 months,C
Fully Paid,1.00E+05,Verified,10+ years,MORTGAGE,19.42,30000,debt_consolidation, 60 months,E
Fully Paid,62000,Verified,< 1 year,RENT,7.90,15000,credit_card, 36 months,A
