day,state,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,A,B,C,D,E,F,G,cost
2,GA,1,1,12,f,0.0,35,35,0,3.0,7.0,2,0,2,2,1,1,1,591
0,NY,1,0,11,e,3.0,41,41,0,4.0,15.0,2,0,3,2,1,0,1,629
0,NY,1,0,11,e,3.0,41,41,0,4.0,15.0,0,0,4,3,0,0,2,618
0,NY,1,0,11,e,3.0,41,41,0,4.0,15.0,0,0,4,3,0,0,2,618
0,NY,1,0,11,e,3.0,41,41,0,4.0,15.0,0,0,4,3,0,0,2,618
0,NY,1,0,11,e,3.0,41,41,0,4.0,15.0,0,0,4,3,0,0,2,618
0,NY,1,0,11,e,3.0,41,41,0,4.0,15.0,0,0,4,3,0,0,2,618
0,MT,1,0,15,e,0.0,21,21,0,1.0,3.0,0,1,1,1,0,0,2,632
0,MT,1,0,15,e,0.0,21,21,0,1.0,3.0,0,1,1,1,0,0,2,609
0,MT,1,0,15,e,0.0,21,21,0,1.0,3.0,0,1,2,3,0,0,2,622
4,GA,2,1,7,f,0.0,34,29,1,1.0,2.0,1,0,2,2,0,2,1,602
4,GA,2,1,7,f,0.0,34,29,1,1.0,2.0,1,0,2,2,0,2,1,602
4,GA,2,1,7,f,0.0,34,29,1,1.0,2.0,1,0,2,2,0,2,1,594
4,GA,2,1,7,f,0.0,34,29,1,1.0,2.0,1,1,2,2,1,2,1,599
2,CT,1,1,0,f,0.0,55,55,0,3.0,2.0,1,0,3,3,1,0,4,673
2,CT,1,1,0,f,0.0,55,55,0,3.0,2.0,2,0,3,3,1,0,1,641
2,CT,1,1,0,f,0.0,55,55,0,3.0,2.0,2,0,3,3,1,0,1,641
4,OH,1,1,9,f,3.0,48,48,0,2.0,8.0,1,1,3,3,1,1,3,621
4,OH,1,1,9,f,3.0,48,48,0,2.0,8.0,0,0,2,3,0,0,3,576
4,OH,1,1,9,f,3.0,48,48,0,2.0,8.0,0,0,2,3,0,0,3,564
4,OH,1,1,9,f,3.0,48,48,0,2.0,8.0,0,0,2,3,0,0,3,564
0,MD,3,1,26,c,3.0,42,17,1,2.0,15.0,1,0,3,3,0,2,2,651
0,MD,3,1,26,c,3.0,42,17,1,2.0,15.0,0,0,2,3,0,0,2,628
0,MD,3,1,26,c,3.0,42,17,1,2.0,15.0,0,0,2,3,0,0,2,632
0,MD,3,1,26,c,3.0,42,17,1,2.0,15.0,0,0,2,3,0,0,2,644
0,MD,3,1,26,c,3.0,42,17,1,2.0,15.0,0,0,2,3,0,0,2,651
0,MD,3,1,26,c,3.0,42,17,1,2.0,15.0,0,0,2,3,0,0,2,651
1,CO,2,1,6,d,0.0,33,31,1,0.0,0.0,1,1,3,3,1,2,1,599
1,CO,2,1,6,d,0.0,33,31,1,0.0,0.0,1,1,2,3,1,2,1,582
1,CO,2,1,6,d,0.0,33,31,1,0.0,0.0,1,1,2,3,1,2,1,588
1,CO,2,1,6,d,0.0,33,31,1,0.0,0.0,1,1,2,3,1,2,1,588
1,GA,1,0,1,e,0.0,21,21,0,2.0,6.0,0,0,2,2,0,0,4,598
1,GA,1,0,1,e,0.0,21,21,0,2.0,6.0,1,1,2,3,1,2,2,688
3,AL,1,0,8,e,0.0,45,45,0,1.0,15.0,1,1,1,1,1,1,3,671
3,AL,1,0,8,e,0.0,45,45,0,1.0,15.0,1,1,1,1,1,1,1,677
3,AL,1,0,8,e,0.0,45,45,0,1.0,15.0,1,1,1,1,1,1,1,677
3,AL,1,0,8,e,0.0,45,45,0,1.0,15.0,1,1,1,1,1,1,1,677
3,AL,1,0,8,e,0.0,45,45,0,1.0,15.0,1,1,1,1,1,1,1,677
2,PA,1,0,3,g,0.0,24,24,0,1.0,3.0,1,1,3,3,1,2,1,716
2,PA,1,0,3,g,0.0,24,24,0,1.0,3.0,1,1,1,1,1,1,1,701
2,PA,1,0,3,g,0.0,24,24,0,1.0,3.0,1,1,1,1,1,1,1,714
2,PA,1,0,3,g,0.0,24,24,0,1.0,3.0,1,1,1,1,1,1,1,714
2,PA,1,0,3,g,0.0,24,24,0,1.0,3.0,1,1,1,1,1,1,1,714
4,OH,1,0,4,h,4.0,24,24,0,3.0,5.0,2,0,3,3,0,3,3,679
4,OH,1,0,4,h,4.0,24,24,0,3.0,5.0,1,1,3,3,0,2,3,719
4,OH,1,0,5,h,4.0,24,24,0,3.0,5.0,1,1,3,3,0,2,3,714
4,OH,1,0,3,h,4.0,24,24,0,3.0,5.0,1,1,3,3,0,2,3,725
4,OH,1,0,3,f,4.0,24,24,0,3.0,5.0,1,1,3,3,0,2,3,677
4,OH,1,0,4,f,4.0,24,24,0,3.0,5.0,2,1,3,3,0,2,3,666
4,OH,1,0,5,f,4.0,24,24,0,3.0,5.0,2,1,3,3,0,2,3,662
4,OH,1,0,5,h,4.0,24,24,0,3.0,5.0,2,1,3,3,0,2,3,708
4,OH,1,0,4,h,4.0,24,24,0,3.0,5.0,2,1,3,3,0,2,3,713
4,SD,1,0,12,e,0.0,42,42,0,1.0,1.0,0,0,1,1,0,0,2,567
4,SD,1,0,12,e,0.0,42,42,0,1.0,1.0,0,0,1,1,0,0,2,585
4,SD,1,0,12,e,0.0,42,42,0,1.0,1.0,0,0,1,1,0,0,2,585
4,SD,1,0,12,e,0.0,42,42,0,1.0,1.0,0,0,1,1,0,0,2,585
0,FL,1,0,4,e,3.0,36,36,0,1.0,9.0,1,1,3,3,1,2,3,708
0,FL,1,0,4,e,3.0,36,36,0,1.0,9.0,1,1,1,2,1,2,3,668
0,FL,1,0,4,e,3.0,36,36,0,1.0,9.0,2,1,1,2,1,3,3,680
0,FL,1,0,4,e,3.0,36,36,0,1.0,9.0,2,1,1,2,1,3,3,678
0,FL,1,0,4,e,3.0,36,36,0,1.0,9.0,2,1,1,2,1,3,3,687
4,FL,2,0,1,f,2.0,47,46,1,3.0,4.0,1,0,3,3,0,2,3,674
4,FL,2,0,1,f,2.0,47,46,1,3.0,4.0,1,0,3,3,0,2,3,684
4,FL,2,0,1,f,2.0,47,46,1,3.0,4.0,1,0,3,3,0,2,3,684
3,ID,1,0,4,g,1.0,27,27,0,1.0,6.0,0,0,1,1,0,0,4,523
3,ID,1,0,4,g,1.0,27,27,0,1.0,6.0,1,1,2,3,1,2,4,638
3,ID,1,0,4,g,1.0,27,27,0,1.0,6.0,1,1,2,3,1,2,2,610
3,ID,1,0,4,g,1.0,27,27,0,1.0,6.0,1,1,2,3,1,2,2,610
1,OH,2,1,9,e,3.0,66,60,1,4.0,3.0,1,0,3,3,1,2,3,573
1,OH,2,1,9,e,3.0,66,60,1,4.0,3.0,1,0,1,1,1,1,3,570
1,OH,2,1,9,e,3.0,66,60,1,4.0,3.0,1,0,1,1,1,1,3,560
0,FL,2,1,6,e,3.0,54,51,1,4.0,11.0,1,1,1,1,1,2,2,701
0,FL,2,1,6,e,3.0,54,51,1,4.0,11.0,1,0,3,1,0,2,2,726
0,FL,2,1,6,e,3.0,54,51,1,4.0,11.0,1,0,3,1,0,2,3,652
0,FL,2,1,6,e,3.0,54,51,1,4.0,11.0,1,0,3,1,0,2,3,652
3,IA,1,0,17,f,0.0,22,22,0,4.0,2.0,1,0,3,3,0,2,1,540
3,IA,1,0,17,f,0.0,22,22,0,4.0,2.0,1,1,3,3,0,2,2,545
3,IA,1,0,17,f,0.0,22,22,0,4.0,2.0,1,1,4,3,0,2,2,549
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,1,3,3,1,2,4,712
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,0,3,2,0,2,4,707
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,0,3,2,0,2,3,693
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,0,3,2,0,2,3,693
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,0,3,2,0,2,3,693
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,0,3,2,0,2,3,692
0,FL,1,1,0,g,4.0,41,41,0,1.0,9.0,1,0,3,2,0,2,3,692
3,FL,1,1,4,d,1.0,50,50,0,1.0,5.0,0,0,2,1,0,0,2,604
3,FL,1,1,4,d,1.0,50,50,0,1.0,5.0,0,0,2,1,0,0,2,604
3,FL,1,1,4,d,1.0,50,50,0,1.0,5.0,0,0,2,1,0,0,2,604
3,FL,1,1,4,d,1.0,50,50,0,1.0,5.0,1,1,1,1,1,1,4,626
3,FL,1,1,4,d,1.0,50,50,0,1.0,5.0,1,1,1,1,1,1,4,626
2,OR,1,0,7,e,0.0,31,31,0,3.0,5.0,1,1,3,3,1,2,4,650
2,OR,1,0,7,e,0.0,31,31,0,3.0,5.0,1,1,3,3,1,2,3,652
2,OR,1,0,7,e,0.0,31,31,0,3.0,5.0,1,1,3,3,1,2,3,652
0,NM,1,0,31,h,1.0,64,64,0,3.0,5.0,1,1,1,1,0,2,4,618
0,NM,1,0,31,h,1.0,64,64,0,3.0,5.0,0,1,3,2,0,0,2,544
0,NM,1,0,31,h,1.0,64,64,0,3.0,5.0,0,1,3,2,0,0,2,552
0,NM,1,0,31,h,1.0,64,64,0,3.0,5.0,0,1,3,2,0,2,2,575
0,NM,1,0,31,h,1.0,64,64,0,3.0,5.0,0,1,3,2,0,1,2,579
0,NM,1,0,31,d,1.0,64,64,0,3.0,5.0,0,1,3,2,0,1,2,569
0,NM,1,0,31,d,1.0,64,64,0,3.0,5.0,0,1,3,2,0,1,2,574
0,NM,1,0,31,d,1.0,64,64,0,3.0,5.0,0,1,3,2,0,1,2,574
0,NM,1,0,31,d,1.0,64,64,0,3.0,5.0,0,1,3,2,0,1,2,574
2,NV,1,0,2,f,4.0,29,29,0,2.0,1.0,1,0,2,2,1,2,1,667
2,NV,1,0,2,f,4.0,29,29,0,2.0,1.0,1,0,2,2,1,2,1,667
2,NV,1,0,2,f,4.0,29,29,0,2.0,1.0,1,0,2,2,1,2,2,672
0,GA,1,0,17,f,3.0,41,41,0,3.0,9.0,1,1,3,3,1,1,2,634
0,GA,1,0,17,f,3.0,41,41,0,3.0,9.0,1,1,3,3,1,1,2,640
0,GA,1,0,17,f,3.0,41,41,0,3.0,9.0,1,0,3,3,1,1,2,622
0,GA,1,0,17,f,3.0,41,41,0,3.0,9.0,1,0,3,3,1,1,2,622
0,GA,1,0,17,f,3.0,41,41,0,3.0,9.0,1,0,3,3,1,1,2,622
3,FL,1,1,14,e,3.0,66,66,0,1.0,4.0,1,1,1,2,1,2,3,645
3,FL,1,1,14,e,3.0,66,66,0,1.0,4.0,0,1,1,3,0,0,3,632
1,WA,1,1,2,f,4.0,29,29,0,1.0,5.0,0,0,1,1,0,0,2,575
1,WA,1,1,2,f,4.0,29,29,0,1.0,5.0,1,0,1,2,0,2,2,669
1,WA,1,1,2,f,4.0,29,29,0,1.0,5.0,1,0,1,2,0,2,1,639
1,WA,1,1,2,f,4.0,29,29,0,1.0,5.0,1,0,1,2,0,2,1,633
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,1,1,2,1,1,2,759
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,0,1,2,0,0,2,753
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,0,1,2,0,0,2,753
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,0,2,2,0,0,2,766
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,0,1,2,0,0,2,753
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,0,1,2,0,0,2,753
0,NY,2,0,17,f,4.0,51,17,0,3.0,5.0,0,0,1,2,0,0,2,748
4,FL,2,1,11,e,1.0,68,68,1,3.0,6.0,1,0,1,2,1,2,3,576
4,FL,2,1,11,e,1.0,68,68,1,3.0,6.0,1,0,3,3,1,2,3,605
2,IA,1,0,10,e,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,2,569
2,IA,1,0,10,e,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,2,574
2,IA,1,0,10,e,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,2,579
2,IA,1,0,10,e,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,2,580
2,IA,1,0,10,e,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,2,582
2,IA,1,0,10,e,0.0,37,37,0,3.0,2.0,1,0,3,3,0,2,2,582
1,NH,2,1,3,g,1.0,75,75,1,4.0,15.0,1,0,4,3,0,1,2,581
1,NH,2,1,3,g,1.0,75,75,1,4.0,15.0,1,0,4,3,1,1,4,616
2,WA,1,0,7,g,0.0,24,24,0,0.0,0.0,1,0,3,3,1,0,2,717
2,WA,1,0,7,g,0.0,24,24,0,0.0,0.0,1,0,3,3,1,0,2,717
2,WA,1,0,7,g,0.0,24,24,0,3.0,9.0,1,0,3,3,1,0,1,642
1,NM,1,1,9,e,4.0,32,32,0,4.0,10.0,2,0,1,1,1,1,2,588
1,NM,1,1,9,e,4.0,32,32,0,4.0,10.0,0,0,1,1,0,0,1,557
2,IN,1,1,29,c,3.0,20,20,0,3.0,5.0,2,0,3,3,0,2,4,396
2,IN,1,1,29,c,3.0,20,20,0,3.0,5.0,2,0,3,3,0,2,4,396
2,IN,1,1,29,c,3.0,20,20,0,3.0,5.0,2,0,3,3,0,2,2,396
1,FL,1,0,14,d,4.0,22,22,0,3.0,5.0,1,0,3,3,1,1,2,714
1,FL,1,0,14,d,4.0,22,22,0,3.0,5.0,0,0,1,3,0,1,2,654
1,FL,1,1,7,f,1.0,68,68,0,1.0,15.0,1,0,1,2,0,1,3,588
1,FL,1,1,7,f,1.0,68,68,0,1.0,15.0,1,1,1,3,1,1,3,610
1,FL,1,1,7,f,1.0,68,68,0,1.0,15.0,1,1,1,3,1,1,3,610
1,FL,1,1,7,f,1.0,68,68,0,1.0,15.0,1,1,1,3,1,1,3,610
1,WA,1,1,12,g,0.0,61,61,0,3.0,2.0,1,0,3,3,0,1,3,677
1,WA,1,1,12,g,0.0,61,61,0,3.0,2.0,1,0,3,3,0,1,3,668
1,MD,2,1,8,f,1.0,53,42,1,2.0,9.0,0,0,1,1,0,0,4,579
1,MD,2,1,8,f,1.0,53,42,1,2.0,9.0,1,1,2,2,1,2,2,614
0,OK,2,0,9,f,0.0,23,21,1,3.0,3.0,2,1,1,2,0,2,2,682
0,OK,2,0,9,f,0.0,23,21,1,3.0,3.0,0,0,1,2,0,0,2,604
1,MD,2,1,15,e,2.0,75,64,1,3.0,15.0,0,0,3,2,0,0,2,590
1,MD,2,1,15,e,2.0,75,64,1,3.0,15.0,0,0,3,2,0,0,2,602
2,KY,1,1,13,f,3.0,38,38,0,1.0,7.0,1,0,1,1,0,2,2,598
2,KY,1,1,13,f,3.0,38,38,0,1.0,7.0,1,0,1,2,0,2,2,598
2,KY,1,1,13,f,3.0,38,38,0,1.0,7.0,1,0,1,2,0,2,1,584
2,KY,1,1,13,f,3.0,38,38,0,1.0,7.0,1,0,1,2,0,2,1,574
5,MS,1,0,1,d,0.0,60,60,0,1.0,9.0,1,1,1,1,1,1,2,740
5,MS,1,0,1,d,0.0,60,60,0,1.0,9.0,1,1,1,1,1,1,2,657
5,MS,1,0,1,d,0.0,60,60,0,1.0,9.0,1,1,1,1,1,1,2,663
5,MS,1,0,1,d,0.0,60,60,0,1.0,9.0,1,1,1,1,1,1,2,663
5,MS,1,0,1,d,0.0,60,60,0,1.0,9.0,1,1,1,1,1,1,2,663
0,TN,1,0,7,d,3.0,24,24,0,3.0,6.0,1,1,1,1,0,1,1,611
0,TN,1,0,7,d,3.0,24,24,0,3.0,6.0,0,1,1,1,0,2,2,562
4,PA,1,0,9,d,0.0,31,31,0,3.0,1.0,1,0,3,2,0,2,4,672
4,PA,1,0,9,d,0.0,31,31,0,3.0,1.0,1,0,3,2,0,2,1,667
4,PA,1,0,9,d,0.0,31,31,0,3.0,1.0,1,0,3,2,0,2,1,667
2,FL,1,1,11,d,1.0,71,71,0,0.0,0.0,1,1,1,2,1,2,2,703
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,641
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,2,3,1,2,3,626
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,641
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,641
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,641
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,636
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,641
2,FL,1,1,11,d,1.0,71,71,0,3.0,14.0,1,0,3,3,1,2,3,641
1,NY,2,1,12,f,2.0,52,48,1,4.0,11.0,2,0,3,3,1,0,2,650
1,NY,2,1,12,f,2.0,52,48,1,4.0,11.0,0,0,4,3,0,0,2,649
1,NY,2,1,12,f,2.0,52,48,1,4.0,11.0,0,0,4,3,0,0,2,654
1,NY,2,1,12,f,2.0,52,48,1,4.0,11.0,0,0,4,3,0,0,2,654
1,NY,2,1,12,f,2.0,52,48,1,4.0,11.0,0,0,4,3,0,0,2,669
1,NY,2,1,12,f,2.0,52,48,1,4.0,11.0,0,0,4,3,0,0,2,669
2,PA,1,0,5,g,0.0,27,27,0,1.0,1.0,0,0,3,3,0,0,1,642
2,PA,1,0,5,g,0.0,27,27,0,1.0,1.0,1,0,3,3,1,1,1,712
2,PA,1,0,5,g,0.0,27,27,0,1.0,1.0,1,0,2,3,1,1,1,709
2,PA,1,0,5,g,0.0,27,27,0,1.0,1.0,1,0,2,3,1,1,1,701
4,CT,2,0,2,e,2.0,75,75,1,3.0,15.0,1,0,3,2,0,0,2,657
4,CT,2,0,2,e,2.0,75,75,1,3.0,15.0,1,0,3,3,1,0,2,666
4,CT,2,0,2,e,2.0,75,75,1,3.0,15.0,1,0,3,3,1,0,2,666
4,CT,2,0,2,e,2.0,75,75,1,3.0,15.0,1,0,3,3,1,0,2,666
4,CT,2,0,2,e,2.0,75,75,1,3.0,15.0,1,0,3,3,1,0,2,666
2,WV,1,0,14,d,0.0,36,36,0,1.0,2.0,0,0,1,1,0,0,2,635
2,WV,1,0,14,d,0.0,36,36,0,1.0,2.0,0,0,1,1,0,0,2,635
2,WV,1,0,14,d,0.0,36,36,0,1.0,2.0,0,0,1,1,0,0,2,631
2,FL,2,1,1,f,3.0,52,51,1,4.0,15.0,1,0,3,3,0,2,3,610
2,FL,2,1,1,f,3.0,52,51,1,4.0,15.0,1,0,3,3,0,2,3,610
2,FL,2,1,1,f,3.0,52,51,1,4.0,15.0,2,0,2,3,0,3,3,617
1,PA,2,1,10,f,4.0,50,20,1,4.0,3.0,1,0,1,3,0,2,1,615
1,PA,2,1,10,f,4.0,50,20,1,4.0,3.0,1,0,4,3,0,1,3,645
1,PA,2,1,10,f,4.0,50,20,1,4.0,3.0,1,0,4,3,0,1,3,649
0,OH,1,1,9,d,3.0,31,31,0,3.0,15.0,2,0,3,3,1,2,2,566
0,OH,1,1,9,d,3.0,31,31,0,3.0,15.0,1,0,3,3,1,2,2,571
0,OH,1,1,9,d,3.0,31,31,0,3.0,15.0,1,0,3,3,1,2,2,578
0,OH,1,1,9,d,3.0,31,31,0,3.0,15.0,1,0,3,3,1,2,2,578
0,OH,1,1,9,d,3.0,31,31,0,3.0,15.0,2,0,3,3,1,2,2,572
0,OH,1,1,9,d,3.0,31,31,0,3.0,15.0,2,0,3,3,1,2,2,572
0,AL,2,1,2,e,4.0,70,43,1,3.0,15.0,1,1,3,2,1,2,1,623
0,AL,2,1,2,e,4.0,70,43,1,3.0,15.0,1,1,3,2,1,2,2,621
0,AL,2,1,2,e,4.0,70,43,1,3.0,15.0,1,1,3,2,1,2,2,633
0,AL,2,1,11,e,4.0,70,43,1,3.0,15.0,1,1,3,2,1,2,2,587
0,AL,2,1,11,e,4.0,70,43,1,3.0,15.0,0,1,3,2,0,0,2,540
1,GA,1,1,5,e,0.0,66,66,0,1.0,6.0,1,1,2,2,1,2,2,647
1,GA,1,1,5,e,0.0,66,66,0,1.0,6.0,1,1,2,2,1,2,2,654
1,GA,1,1,5,e,0.0,66,66,0,1.0,6.0,1,1,2,2,1,2,2,654
1,GA,1,1,5,e,0.0,66,66,0,1.0,6.0,1,1,2,2,1,2,2,654
1,GA,1,1,5,e,0.0,66,66,0,1.0,6.0,1,1,2,2,1,2,2,654
1,GA,1,1,5,e,0.0,66,66,0,1.0,6.0,1,1,2,2,1,2,2,654
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,3,1,1,2,700
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,2,1,2,1,699
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,2,1,2,1,693
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,2,1,2,1,693
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,2,1,2,1,693
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,2,1,2,1,693
3,PA,2,0,9,d,0.0,70,55,1,3.0,15.0,1,1,3,2,1,2,1,693
1,AL,1,1,12,g,0.0,25,25,0,0.0,0.0,0,0,1,1,0,0,2,570
1,AL,1,1,12,g,0.0,25,25,0,1.0,1.0,0,0,1,1,0,0,2,570
1,AL,2,1,12,g,0.0,44,25,0,1.0,8.0,0,0,1,1,0,0,2,590
1,OH,1,1,17,f,0.0,51,51,0,1.0,3.0,0,0,1,1,0,0,4,558
1,OH,1,1,17,f,0.0,51,51,0,1.0,3.0,0,0,1,1,0,0,3,546
1,OH,1,1,17,f,0.0,51,51,0,1.0,3.0,0,0,1,2,0,0,3,560
1,OH,1,1,17,f,0.0,51,51,0,1.0,3.0,0,0,1,2,0,0,3,567
1,OH,1,1,17,f,0.0,51,51,0,1.0,3.0,0,0,1,2,0,0,3,570
0,OR,1,1,8,g,4.0,48,48,0,3.0,6.0,1,1,3,3,0,1,2,586
0,OR,1,1,8,g,4.0,48,48,0,3.0,6.0,1,0,3,3,0,2,2,589
0,OR,1,1,8,g,4.0,48,48,0,3.0,6.0,1,0,3,3,0,2,2,589
1,FL,1,1,12,g,2.0,44,35,1,1.0,15.0,1,1,1,1,1,2,2,673
1,FL,1,1,12,g,2.0,44,35,1,1.0,15.0,1,1,1,2,1,1,2,690
1,FL,1,1,12,g,2.0,44,35,1,1.0,15.0,1,1,1,2,1,1,2,690
1,FL,1,1,12,g,2.0,44,35,1,1.0,15.0,1,1,1,2,1,1,4,633
1,FL,1,1,12,g,2.0,44,35,1,1.0,15.0,1,1,1,2,1,1,4,633
0,FL,1,1,1,g,2.0,65,65,0,4.0,11.0,1,1,4,3,1,1,3,612
0,FL,1,1,1,g,2.0,65,65,0,4.0,11.0,1,1,4,3,1,1,3,619
0,FL,1,1,1,g,2.0,65,65,0,4.0,11.0,1,1,4,3,1,1,3,628
0,FL,1,1,1,g,2.0,65,65,0,4.0,11.0,1,1,4,3,1,1,3,628
3,OH,1,0,18,c,0.0,43,43,0,1.0,2.0,2,1,3,3,0,1,3,620
3,OH,1,0,18,c,0.0,43,43,0,1.0,2.0,0,1,1,2,0,0,3,568
3,OH,1,0,18,c,0.0,43,43,0,1.0,2.0,0,1,1,2,0,0,3,578
1,ME,2,1,13,f,0.0,44,16,0,3.0,15.0,1,0,3,3,0,2,2,656
1,ME,2,1,13,f,0.0,44,16,0,3.0,15.0,1,0,3,3,0,2,2,656
1,OR,1,1,14,f,3.0,75,75,0,1.0,4.0,1,1,3,2,1,1,2,602
1,OR,1,1,14,f,3.0,75,75,0,1.0,4.0,1,1,3,2,1,1,2,594
0,WI,1,1,11,h,0.0,42,42,0,4.0,2.0,2,0,4,3,0,1,2,609
0,WI,1,1,11,h,0.0,42,42,0,4.0,2.0,2,0,4,3,0,1,4,619
0,WI,1,1,11,h,0.0,42,42,0,4.0,2.0,2,0,4,3,0,1,4,619
0,WI,1,1,11,h,0.0,42,42,0,4.0,2.0,2,0,4,3,0,1,4,619
0,IN,1,0,3,e,4.0,53,53,0,2.0,15.0,1,1,2,3,1,1,2,649
0,IN,1,0,3,e,4.0,53,53,0,2.0,15.0,1,1,2,3,1,1,2,657
0,IN,1,0,3,e,4.0,53,53,0,2.0,15.0,1,1,2,3,1,1,2,657
1,FL,1,1,14,e,2.0,50,50,0,1.0,14.0,1,1,1,2,0,2,3,598
1,FL,1,1,14,e,2.0,50,50,0,1.0,14.0,1,1,1,2,0,2,3,598
1,FL,1,1,14,e,2.0,50,50,0,1.0,14.0,1,1,1,2,0,2,3,584
1,FL,1,1,14,e,2.0,50,50,0,1.0,14.0,1,0,1,2,0,2,3,587
1,FL,1,1,14,e,2.0,50,50,0,1.0,14.0,1,0,1,2,0,2,3,582
1,FL,1,1,14,e,2.0,50,50,0,1.0,14.0,1,0,1,2,0,2,3,587
2,OK,1,0,6,d,0.0,23,23,0,4.0,6.0,0,0,1,1,0,0,4,575
2,OK,1,0,6,d,0.0,23,23,0,4.0,6.0,0,0,1,1,0,0,3,591
2,OK,1,0,6,d,0.0,23,23,0,4.0,6.0,1,0,1,1,0,2,3,663
2,OK,1,0,6,d,0.0,23,23,0,4.0,6.0,1,0,1,1,0,2,3,675
0,FL,1,1,11,f,3.0,67,67,0,3.0,15.0,1,1,3,3,1,2,3,645
0,FL,1,1,11,f,3.0,67,67,0,3.0,15.0,1,1,3,3,1,2,3,650
4,IN,1,0,17,f,4.0,24,24,0,0.0,0.0,1,0,2,1,0,1,2,752
4,IN,1,0,17,f,4.0,24,24,0,0.0,0.0,1,0,2,1,0,1,2,752
0,CT,2,1,4,f,2.0,71,69,1,3.0,15.0,1,0,3,3,0,0,4,601
0,CT,2,1,4,f,2.0,71,69,1,3.0,15.0,1,0,3,3,0,0,4,605
1,NM,1,1,9,d,0.0,35,35,0,1.0,2.0,0,0,1,1,0,0,4,591
1,NM,1,1,9,d,0.0,35,35,0,1.0,2.0,1,0,1,2,0,2,1,647
3,NY,1,1,1,f,2.0,46,46,0,3.0,13.0,2,1,3,3,1,0,4,699
3,NY,1,1,1,f,2.0,46,46,0,3.0,13.0,1,1,3,3,1,0,4,711
1,OK,1,0,5,e,3.0,27,27,0,3.0,1.0,0,0,1,1,0,0,4,561
1,OK,1,0,5,e,3.0,27,27,0,3.0,1.0,0,0,1,1,0,0,2,550
1,OK,1,0,5,e,3.0,27,27,0,3.0,1.0,0,0,1,1,0,0,2,557
3,DC,1,0,15,e,0.0,33,27,1,1.0,1.0,0,1,1,3,0,0,2,630
3,DC,1,0,15,e,0.0,33,27,1,1.0,1.0,0,1,1,3,0,0,2,630
3,DC,1,0,15,e,0.0,33,27,1,1.0,1.0,0,1,1,3,0,0,2,630
3,DC,1,0,15,e,0.0,33,27,1,1.0,1.0,0,1,1,3,0,0,2,630
3,DC,1,0,15,e,0.0,33,27,1,1.0,1.0,0,1,1,3,0,0,2,630
3,DC,1,0,15,e,0.0,33,27,1,1.0,1.0,0,1,1,3,0,0,2,630
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,0,0,2,2,0,0,4,587
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,1,0,2,2,0,1,1,649
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,1,0,2,2,0,1,1,674
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,1,0,2,2,0,1,1,674
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,1,0,2,2,0,1,1,674
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,1,0,2,2,0,1,1,674
0,GA,1,0,9,h,0.0,60,60,0,1.0,1.0,1,0,2,2,0,1,1,674
